int_rate,dti_log,annual_inc,revol_util,installment,revol_bal,loan_amnt,total_acc,debt_settlement_flag_Y,open_acc,fico_range_low,fico_range_high,mort_acc,inq_last_6mths,term_ 60 months,delinq_2yrs
16.29,0.8285518175661483,63000.0,85.5,847.21,21364.0,24000.0,28.0,False,5.0,680.0,684.0,5.0,1.0,False,2.0
17.77,2.061786606441115,41000.0,84.0,245.06,7732.0,6800.0,12.0,False,6.0,670.0,674.0,1.0,3.0,False,0.0
15.59,2.359910159613315,120000.0,89.8,723.03,27920.0,30000.0,29.0,False,10.0,675.0,679.0,3.0,0.0,True,0.0
18.75,1.5892352051165808,41000.0,66.0,241.1,5283.0,6600.0,4.0,False,4.0,685.0,689.0,0.0,2.0,False,0.0
21.67,3.0248055210396982,44000.0,76.9,481.43,9614.0,17550.0,54.0,False,11.0,665.0,669.0,5.0,1.0,True,0.0
12.12,3.3741687092742363,60000.0,46.1,248.71,10751.0,7475.0,43.0,False,12.0,695.0,699.0,3.0,2.0,False,0.0
15.1,3.3603753871419,57250.0,46.3,222.18,37706.0,6400.0,31.0,False,15.0,705.0,709.0,1.0,0.0,False,0.0
11.36,3.2092294478163956,58600.0,29.6,748.73,1449.0,22750.0,37.0,False,8.0,725.0,729.0,1.0,1.0,False,0.0
14.99,3.3638415951183864,43000.0,71.3,441.06,10264.0,12725.0,16.0,False,10.0,670.0,674.0,0.0,0.0,False,0.0
15.88,3.138966441639899,20000.0,32.3,193.04,9252.0,5500.0,13.0,False,9.0,660.0,664.0,0.0,1.0,False,2.0
19.05,3.089677886396519,40000.0,81.9,145.81,8192.0,3975.0,24.0,False,12.0,670.0,674.0,2.0,2.0,False,8.0
24.5,2.5710843460290524,48100.0,8.0,587.0,602.0,20200.0,10.0,False,6.0,765.0,769.0,0.0,0.0,True,0.0
13.48,2.3456445824544927,88000.0,93.6,33.93,30435.0,1000.0,21.0,False,10.0,675.0,679.0,1.0,1.0,False,0.0
19.05,2.768204123921957,63000.0,34.1,73.37,7780.0,2000.0,34.0,False,12.0,660.0,664.0,6.0,3.0,False,2.0
20.5,3.2311995745570328,59600.0,74.2,598.71,6232.0,16000.0,48.0,False,14.0,670.0,674.0,5.0,2.0,False,7.0
13.67,3.389124800427886,144000.0,25.5,680.36,21642.0,20000.0,33.0,False,13.0,750.0,754.0,2.0,2.0,False,2.0
6.99,3.358985532852846,32450.0,22.0,100.34,3460.0,3250.0,21.0,False,12.0,735.0,739.0,1.0,1.0,False,0.0
20.49,2.9444389791664403,44000.0,91.9,524.64,8365.0,19600.0,23.0,False,10.0,685.0,689.0,0.0,0.0,True,0.0
10.99,3.051166980442092,96000.0,87.4,916.56,13196.0,28000.0,41.0,False,7.0,725.0,729.0,0.0,1.0,False,0.0
22.4,3.5542045507873348,40000.0,61.1,442.07,22188.0,15875.0,21.0,False,13.0,700.0,704.0,0.0,2.0,True,0.0
7.62,2.5915163848462583,51000.0,17.9,311.62,7310.0,10000.0,38.0,False,16.0,710.0,714.0,1.0,0.0,False,0.0
14.33,3.186352633162641,50000.0,56.5,515.68,28435.0,22000.0,19.0,False,10.0,705.0,709.0,3.0,1.0,True,0.0
14.99,-0.05129329438755058,156000.0,11.0,102.25,830.0,2950.0,21.0,False,4.0,670.0,674.0,2.0,3.0,False,4.0
10.99,3.148882453047666,35000.0,93.5,163.67,15427.0,5000.0,10.0,False,4.0,715.0,719.0,1.0,0.0,False,0.0
7.9,2.253394848803274,170000.0,47.1,907.42,29087.0,29000.0,42.0,False,14.0,735.0,739.0,9.0,2.0,False,0.0
9.71,2.501435951739211,69000.0,38.7,498.04,16450.0,15500.0,26.0,False,14.0,710.0,714.0,3.0,0.0,False,0.0
14.33,2.787477334733532,75000.0,31.4,206.03,3489.0,6000.0,19.0,False,10.0,685.0,689.0,0.0,1.0,False,0.0
15.22,2.6290069937617573,80000.0,29.9,478.12,4458.0,20000.0,20.0,False,12.0,695.0,699.0,0.0,0.0,True,1.0
19.24,2.9745086371023644,98256.0,69.6,1287.22,39029.0,35000.0,24.0,False,14.0,690.0,694.0,1.0,1.0,False,0.0
12.99,2.6741486494265287,39000.0,26.9,330.16,3286.0,9800.0,14.0,False,8.0,695.0,699.0,2.0,0.0,False,1.0
7.39,2.8848007128467095,85000.0,31.4,527.95,9206.0,17000.0,29.0,False,15.0,755.0,759.0,1.0,0.0,False,0.0
14.99,0.8285518175661483,85000.0,50.7,277.29,5475.0,8000.0,12.0,False,8.0,680.0,684.0,0.0,1.0,False,0.0
7.49,2.922623801733353,64200.0,71.3,466.53,15693.0,15000.0,16.0,False,6.0,670.0,674.0,1.0,1.0,False,0.0
16.29,2.962692419475791,25000.0,82.3,293.88,10785.0,8325.0,15.0,False,7.0,670.0,674.0,0.0,2.0,False,0.0
19.52,3.321432413193293,45000.0,49.9,354.43,7988.0,9600.0,14.0,False,11.0,680.0,684.0,2.0,3.0,False,0.0
8.59,2.5982353350950036,140000.0,9.4,514.0,5723.0,25000.0,44.0,False,13.0,725.0,729.0,2.0,0.0,True,0.0
11.67,2.253394848803274,53000.0,51.0,330.57,4031.0,10000.0,10.0,False,8.0,685.0,689.0,1.0,2.0,False,0.0
12.29,2.73046379593911,40000.0,28.9,447.83,6810.0,20000.0,43.0,False,20.0,675.0,679.0,3.0,0.0,True,0.0
13.22,2.829087196145044,165000.0,64.9,676.02,144165.0,20000.0,14.0,False,9.0,710.0,714.0,1.0,0.0,False,0.0
20.2,3.296577332532053,85000.0,47.7,553.4,18735.0,20800.0,31.0,False,18.0,670.0,674.0,4.0,4.0,True,0.0
14.33,2.982140320034524,53000.0,90.3,453.27,15084.0,13200.0,18.0,False,11.0,670.0,674.0,1.0,0.0,False,0.0
13.67,2.67000213346468,90000.0,29.5,408.22,12564.0,12000.0,34.0,False,15.0,685.0,689.0,0.0,1.0,False,0.0
10.99,3.39047341829918,37000.0,48.2,327.34,9150.0,10000.0,45.0,False,16.0,665.0,669.0,0.0,1.0,False,0.0
12.35,2.7434173449395014,54000.0,52.3,267.06,14692.0,8000.0,19.0,False,11.0,690.0,694.0,1.0,0.0,False,0.0
19.05,3.2200751054436827,70000.0,78.7,366.82,20238.0,10000.0,40.0,False,15.0,670.0,674.0,0.0,1.0,False,0.0
13.98,2.8069901489571136,95000.0,96.2,239.18,9912.0,7000.0,24.0,False,8.0,670.0,674.0,2.0,0.0,False,1.0
6.24,3.266522478335554,46000.0,28.9,610.62,12270.0,20000.0,21.0,False,14.0,765.0,769.0,0.0,0.0,False,0.0
16.2,3.281287084989598,42500.0,66.5,530.61,17696.0,15050.0,33.0,False,12.0,670.0,674.0,1.0,2.0,False,1.0
17.57,2.554121718809473,66000.0,87.9,629.01,36221.0,25000.0,12.0,True,8.0,670.0,674.0,0.0,0.0,True,0.0
15.8,2.951257783452162,86000.0,73.1,297.12,5923.0,8475.0,31.0,False,19.0,665.0,669.0,1.0,3.0,False,0.0
12.85,2.648300196696436,89460.0,47.8,201.74,6938.0,6000.0,48.0,False,14.0,680.0,684.0,4.0,2.0,False,0.0
9.17,2.0268315914075385,70000.0,14.9,382.55,1195.0,12000.0,40.0,False,5.0,660.0,664.0,0.0,0.0,False,0.0
9.63,1.075002423028976,92800.0,17.8,401.18,12363.0,12500.0,25.0,False,14.0,750.0,754.0,1.0,1.0,False,0.0
19.52,2.348514024882445,260000.0,6.6,1292.19,10056.0,35000.0,18.0,False,16.0,695.0,699.0,0.0,4.0,False,0.0
13.35,2.942858783946923,25821.0,23.7,169.32,1871.0,5000.0,8.0,False,4.0,705.0,709.0,0.0,0.0,False,0.0
11.55,2.9569914452375605,21000.0,55.8,206.25,10821.0,6250.0,16.0,False,9.0,660.0,664.0,0.0,0.0,False,0.0
14.49,3.2308043957334744,135000.0,69.0,825.99,64418.0,24000.0,56.0,False,21.0,670.0,674.0,3.0,2.0,False,0.0
12.99,2.551006451492524,30000.0,40.2,67.38,10041.0,2000.0,24.0,False,21.0,695.0,699.0,0.0,0.0,False,0.0
13.67,2.7732135270086236,110000.0,89.7,340.18,18215.0,10000.0,39.0,False,15.0,675.0,679.0,8.0,0.0,False,0.0
26.77,2.745345985845907,132160.0,24.8,1063.94,1938.0,35000.0,51.0,False,13.0,710.0,714.0,1.0,3.0,True,1.0
14.11,2.618854622297739,42996.0,40.5,246.45,1621.0,7200.0,6.0,False,3.0,700.0,704.0,1.0,1.0,False,0.0
15.31,3.2068032436339315,50000.0,75.5,226.32,8077.0,6500.0,16.0,False,9.0,660.0,664.0,0.0,3.0,False,0.0
18.25,1.827769906751088,40000.0,49.4,435.34,9233.0,12000.0,7.0,False,5.0,700.0,704.0,0.0,2.0,False,0.0
9.99,2.255493485460195,68000.0,43.5,297.39,19811.0,14000.0,23.0,False,16.0,695.0,699.0,0.0,1.0,True,0.0
13.05,2.9892110565637253,44000.0,51.9,247.83,5349.0,7350.0,17.0,False,9.0,685.0,689.0,0.0,0.0,False,0.0
10.99,3.3593331775634567,19724.0,41.3,261.88,4627.0,8000.0,8.0,False,5.0,740.0,744.0,0.0,0.0,False,0.0
12.35,2.325324579963535,25000.0,59.7,250.37,7936.0,7500.0,6.0,False,5.0,665.0,669.0,0.0,0.0,False,1.0
22.35,2.7324175575505043,13200.0,46.4,76.75,3153.0,2000.0,6.0,False,4.0,715.0,719.0,0.0,0.0,False,0.0
8.18,2.70805020110221,72000.0,82.2,488.71,22527.0,24000.0,13.0,False,6.0,740.0,744.0,4.0,0.0,True,0.0
7.69,2.8814431271518632,96000.0,50.7,467.91,26529.0,15000.0,21.0,False,12.0,695.0,699.0,0.0,0.0,False,0.0
16.24,3.401863826205316,120000.0,94.1,855.61,3764.0,35000.0,35.0,False,9.0,730.0,734.0,1.0,1.0,True,0.0
6.62,2.9892110565637253,42000.0,27.5,294.76,10217.0,9600.0,11.0,True,8.0,730.0,734.0,0.0,0.0,False,0.0
7.89,2.7700855920216627,95000.0,43.2,485.38,17717.0,24000.0,27.0,True,18.0,700.0,704.0,0.0,0.0,True,1.0
7.51,3.159125820462427,17040.0,54.1,77.78,12003.0,2500.0,21.0,False,6.0,725.0,729.0,1.0,1.0,False,0.0
12.99,2.7517480563679295,70000.0,91.2,404.27,22259.0,12000.0,27.0,False,7.0,685.0,689.0,0.0,2.0,False,0.0
13.98,2.8892600290434745,51000.0,50.6,307.52,3337.0,9000.0,9.0,False,8.0,665.0,669.0,0.0,0.0,False,0.0
19.53,3.2051824977361982,45000.0,50.7,531.72,10743.0,14400.0,12.0,False,8.0,700.0,704.0,2.0,0.0,False,0.0
25.28,2.5771819258971713,55000.0,20.5,531.29,6333.0,18000.0,26.0,False,12.0,710.0,714.0,0.0,4.0,True,0.0
13.65,3.3600281046240847,21002.0,49.0,106.28,2804.0,3125.0,21.0,False,5.0,670.0,674.0,2.0,0.0,False,0.0
16.78,3.2003044392827653,80000.0,57.5,742.04,13562.0,30000.0,22.0,False,10.0,715.0,719.0,1.0,0.0,True,0.0
9.71,2.5297206655777926,40000.0,36.2,347.02,9677.0,10800.0,19.0,False,12.0,690.0,694.0,1.0,0.0,False,0.0
13.53,2.5273273656719524,51500.0,58.6,509.25,2988.0,15000.0,10.0,False,6.0,675.0,679.0,1.0,0.0,False,0.0
16.29,1.8515994695840718,173500.0,90.3,564.81,30255.0,16000.0,19.0,False,8.0,670.0,674.0,0.0,0.0,False,0.0
9.17,2.3204250111223765,50000.0,68.7,701.34,11884.0,22000.0,24.0,False,5.0,665.0,669.0,4.0,0.0,False,0.0
9.49,2.336986519711378,100000.0,100.0,461.21,10300.0,14400.0,23.0,False,8.0,680.0,684.0,4.0,0.0,False,0.0
14.09,3.180550710546533,60000.0,89.6,51.34,11115.0,1500.0,33.0,False,11.0,685.0,689.0,3.0,1.0,False,0.0
11.14,1.9906103279732201,102000.0,36.4,164.03,21428.0,5000.0,26.0,False,11.0,705.0,709.0,3.0,1.0,False,1.0
14.16,0.7975071958841882,43000.0,2.0,292.03,165.0,8525.0,22.0,False,5.0,660.0,664.0,0.0,0.0,False,0.0
15.31,3.4378506993101907,87500.0,96.2,97.49,30506.0,2800.0,41.0,False,9.0,675.0,679.0,2.0,0.0,False,1.0
11.67,2.89591193827178,30000.0,66.6,330.57,14993.0,10000.0,28.0,False,13.0,670.0,674.0,2.0,0.0,False,0.0
6.62,3.1578511230304263,125000.0,22.5,736.89,65331.0,24000.0,30.0,False,15.0,730.0,734.0,3.0,2.0,False,0.0
14.65,2.0955609235597192,68000.0,0.3,453.25,42.0,19200.0,10.0,False,3.0,810.0,814.0,1.0,1.0,True,0.0
18.75,3.2534704696327,72000.0,69.0,416.44,11384.0,11400.0,13.0,False,9.0,680.0,684.0,0.0,1.0,False,0.0
7.26,2.437115985951652,106000.0,90.2,495.94,12174.0,16000.0,13.0,False,4.0,720.0,724.0,3.0,0.0,False,0.0
18.25,2.315501318260592,48000.0,84.3,126.98,3877.0,3500.0,7.0,False,4.0,660.0,664.0,0.0,0.0,False,0.0
13.49,2.9036169846461855,195000.0,43.7,339.31,104984.0,10000.0,26.0,False,8.0,745.0,749.0,8.0,2.0,False,0.0
12.35,2.6004649904222727,85000.0,80.2,587.52,21420.0,17600.0,23.0,False,11.0,685.0,689.0,4.0,0.0,False,0.0
10.64,3.0402275134405423,103220.0,87.8,586.24,21148.0,18000.0,23.0,False,8.0,700.0,704.0,1.0,1.0,False,1.0
10.74,2.302585092994046,63000.0,82.6,391.39,11721.0,12000.0,18.0,False,13.0,705.0,709.0,0.0,0.0,False,0.0
10.99,2.7656899805486246,41121.0,97.2,261.88,6320.0,8000.0,15.0,False,5.0,665.0,669.0,0.0,0.0,False,0.0
12.99,2.0955609235597192,55000.0,48.6,341.22,10487.0,15000.0,24.0,False,12.0,715.0,719.0,4.0,0.0,True,0.0
19.99,2.528125768907977,61200.0,35.7,557.38,11558.0,15000.0,54.0,False,29.0,665.0,669.0,6.0,2.0,False,1.0
17.74,3.1471649773142003,69500.0,64.0,720.42,24390.0,20000.0,52.0,False,12.0,660.0,664.0,1.0,0.0,False,0.0
15.81,2.4527277514237653,40000.0,43.3,224.41,4633.0,6400.0,14.0,False,13.0,670.0,674.0,0.0,1.0,False,0.0
8.9,2.151762203259462,149760.0,92.1,476.3,40624.0,15000.0,18.0,False,6.0,680.0,684.0,0.0,0.0,False,0.0
10.99,3.0310994173912826,75000.0,29.0,491.01,12785.0,15000.0,40.0,False,17.0,660.0,664.0,1.0,1.0,False,1.0
17.56,2.797281334830153,39600.0,79.3,431.19,13132.0,12000.0,23.0,False,11.0,660.0,664.0,0.0,1.0,False,0.0
9.17,3.2315945972759756,71500.0,70.4,573.83,20699.0,18000.0,40.0,False,13.0,660.0,664.0,3.0,1.0,False,0.0
17.27,3.4518904959776737,35000.0,78.8,153.0,8033.0,4275.0,12.0,False,8.0,660.0,664.0,0.0,1.0,False,0.0
13.33,3.1578511230304263,78000.0,34.8,527.22,10391.0,23000.0,22.0,False,11.0,705.0,709.0,1.0,0.0,True,0.0
10.99,2.851861903134289,75000.0,49.2,510.66,26978.0,15600.0,27.0,False,14.0,710.0,714.0,4.0,1.0,False,1.0
22.95,3.426865128410733,60000.0,69.6,746.29,23938.0,26500.0,31.0,False,19.0,670.0,674.0,0.0,0.0,True,0.0
21.99,3.370738174177447,37000.0,97.7,58.24,5376.0,1525.0,22.0,False,8.0,675.0,679.0,0.0,1.0,False,0.0
12.12,3.3311325072138684,50000.0,58.8,239.56,7994.0,7200.0,32.0,False,17.0,685.0,689.0,5.0,0.0,False,0.0
7.62,2.7868613815264998,125000.0,11.5,560.91,1824.0,18000.0,13.0,False,8.0,765.0,769.0,2.0,1.0,False,0.0
8.0,1.205970806988609,50000.0,2.5,203.69,35624.0,6500.0,19.0,False,6.0,820.0,824.0,1.0,0.0,False,0.0
12.29,2.187174241482718,90000.0,33.1,400.24,15486.0,12000.0,13.0,False,13.0,675.0,679.0,1.0,1.0,False,0.0
25.8,3.094219220268645,90000.0,73.8,1043.78,39560.0,35000.0,34.0,False,12.0,685.0,689.0,4.0,0.0,True,0.0
23.63,2.9831534913471307,48000.0,37.9,616.76,12581.0,21600.0,22.0,False,8.0,675.0,679.0,0.0,3.0,True,0.0
21.49,3.092858984284714,60000.0,39.8,579.4,14335.0,21200.0,29.0,False,20.0,675.0,679.0,0.0,1.0,True,0.0
14.33,3.2007118542405295,35000.0,34.2,141.65,5943.0,4125.0,17.0,False,14.0,680.0,684.0,0.0,1.0,False,0.0
10.99,2.180417459019838,126000.0,16.1,274.97,1077.0,8400.0,15.0,False,7.0,690.0,694.0,1.0,0.0,False,0.0
11.71,3.298056622742642,30000.0,38.6,316.01,11200.0,14300.0,17.0,False,11.0,740.0,744.0,1.0,0.0,True,0.0
17.1,3.3826939100975957,39000.0,62.7,85.69,12284.0,2400.0,19.0,False,12.0,695.0,699.0,0.0,0.0,False,0.0
9.17,2.963209081848431,122000.0,41.3,637.58,28274.0,20000.0,23.0,False,10.0,735.0,739.0,0.0,1.0,False,0.0
11.49,2.6665335208992764,125000.0,78.6,1055.09,33961.0,32000.0,46.0,False,16.0,715.0,719.0,3.0,0.0,False,0.0
10.16,2.829087196145044,87000.0,52.1,485.14,21826.0,15000.0,27.0,False,7.0,675.0,679.0,3.0,0.0,False,2.0
7.89,3.125882958019036,42000.0,62.6,187.72,25180.0,6000.0,23.0,False,14.0,705.0,709.0,2.0,0.0,False,0.0
9.76,3.086943153607375,57000.0,72.2,80.39,16539.0,2500.0,20.0,False,12.0,710.0,714.0,0.0,2.0,False,0.0
7.9,3.273742726309041,64638.0,27.5,713.42,9876.0,22800.0,50.0,False,25.0,750.0,754.0,0.0,0.0,False,0.0
19.99,3.0007198150650303,80000.0,83.6,1034.87,7191.0,27850.0,22.0,False,16.0,665.0,669.0,1.0,0.0,False,2.0
12.69,3.015044584586364,65000.0,67.0,268.36,8707.0,8000.0,24.0,False,11.0,695.0,699.0,1.0,0.0,False,0.0
16.55,-0.6931471805599453,82000.0,0.6,681.13,359.0,19225.0,7.0,False,6.0,725.0,729.0,0.0,2.0,False,0.0
12.69,2.4336133554004498,89000.0,36.0,483.05,3577.0,14400.0,21.0,False,6.0,660.0,664.0,1.0,5.0,False,0.0
15.61,3.178470410233162,94393.0,74.6,534.67,21481.0,22175.0,44.0,False,15.0,675.0,679.0,1.0,1.0,True,0.0
19.72,3.509154523167248,49590.0,66.9,814.47,26207.0,22000.0,28.0,False,16.0,670.0,674.0,0.0,0.0,False,0.0
14.46,3.525772116243786,33000.0,91.8,206.41,16895.0,6000.0,21.0,False,8.0,685.0,689.0,2.0,1.0,False,0.0
12.12,3.1036894150590832,100000.0,76.5,598.89,23039.0,18000.0,24.0,False,14.0,705.0,709.0,0.0,0.0,False,0.0
14.99,2.9678470700644555,50000.0,65.4,548.51,6210.0,15825.0,44.0,False,9.0,665.0,669.0,3.0,1.0,False,0.0
11.14,1.9344157696295783,38000.0,40.3,328.06,8300.0,10000.0,10.0,False,7.0,710.0,714.0,0.0,1.0,False,0.0
20.25,2.3045830956567186,30720.0,0.0,506.04,0.0,19000.0,5.0,False,3.0,710.0,714.0,1.0,0.0,True,0.0
13.65,2.618854622297739,80000.0,52.6,340.08,6052.0,10000.0,36.0,False,13.0,660.0,664.0,6.0,1.0,False,0.0
14.09,2.993730270883318,40000.0,25.4,385.0,4726.0,11250.0,11.0,False,5.0,685.0,689.0,1.0,0.0,False,0.0
13.65,1.6154199841116477,90000.0,24.5,408.1,14088.0,12000.0,22.0,False,16.0,675.0,679.0,0.0,2.0,False,2.0
7.29,2.0373166153791646,103000.0,40.7,139.55,3498.0,4500.0,30.0,False,9.0,750.0,754.0,1.0,5.0,False,0.0
7.9,2.8690346205080335,60000.0,35.5,750.97,23240.0,24000.0,33.0,False,19.0,715.0,719.0,4.0,1.0,False,0.0
7.62,2.934388643312939,91000.0,19.3,779.04,13688.0,25000.0,31.0,False,12.0,790.0,794.0,0.0,0.0,False,0.0
6.99,2.9714395809849465,190000.0,35.7,864.44,53260.0,28000.0,49.0,False,19.0,730.0,734.0,6.0,0.0,False,0.0
10.99,3.216873822197528,90996.0,4.6,274.97,342.0,8400.0,40.0,False,9.0,700.0,704.0,1.0,0.0,False,1.0
13.11,2.6518325211039815,90000.0,83.4,506.21,14838.0,15000.0,15.0,False,14.0,665.0,669.0,0.0,1.0,False,0.0
18.99,1.2612978709452054,50000.0,71.8,273.97,4020.0,7475.0,10.0,False,5.0,660.0,664.0,0.0,0.0,False,0.0
15.31,3.1822118404966093,28000.0,49.1,139.27,2307.0,4000.0,13.0,False,7.0,675.0,679.0,0.0,4.0,False,0.0
11.53,2.9987277825337895,35000.0,88.7,280.42,11710.0,8500.0,8.0,False,7.0,690.0,694.0,0.0,0.0,False,0.0
14.48,3.453789831781326,30000.0,8.3,206.47,4469.0,6000.0,43.0,False,22.0,720.0,724.0,0.0,3.0,False,0.0
18.92,3.2565568918358894,102000.0,70.9,647.42,127116.0,25000.0,13.0,False,9.0,680.0,684.0,1.0,0.0,True,0.0
7.12,2.180417459019838,106000.0,51.6,397.48,12424.0,12850.0,36.0,False,17.0,660.0,664.0,0.0,0.0,False,0.0
15.61,3.4008639927609177,33000.0,64.4,135.49,17133.0,3875.0,17.0,False,13.0,665.0,669.0,1.0,0.0,False,0.0
6.89,2.975529566236472,64000.0,27.3,92.49,6915.0,3000.0,29.0,False,9.0,760.0,764.0,3.0,0.0,False,0.0
9.99,3.0708397460407966,97000.0,62.6,1033.21,28538.0,32025.0,34.0,False,17.0,685.0,689.0,6.0,0.0,False,12.0
12.85,2.768831673362069,50000.0,35.8,134.49,9175.0,4000.0,36.0,False,14.0,685.0,689.0,2.0,2.0,False,0.0
9.75,2.3282528397426234,41000.0,32.7,253.5,3140.0,12000.0,37.0,False,8.0,720.0,724.0,6.0,2.0,True,0.0
18.25,2.7954503913830435,116000.0,83.0,289.32,2003.0,7975.0,17.0,False,6.0,660.0,664.0,3.0,0.0,False,2.0
13.65,3.255014871484074,60000.0,52.0,285.67,10385.0,8400.0,35.0,False,12.0,675.0,679.0,3.0,0.0,False,0.0
9.17,3.3090820927543496,50000.0,72.4,580.2,8322.0,18200.0,52.0,False,11.0,690.0,694.0,0.0,1.0,False,0.0
7.89,2.9317269435780786,35000.0,24.1,187.72,5018.0,6000.0,16.0,False,9.0,770.0,774.0,0.0,1.0,False,0.0
16.49,3.4061849231731944,45000.0,14.4,294.96,4139.0,12000.0,31.0,False,16.0,675.0,679.0,0.0,3.0,True,0.0
6.89,2.0268315914075385,50000.0,0.0,61.66,0.0,2000.0,13.0,False,3.0,695.0,699.0,5.0,0.0,False,2.0
16.99,3.045474365448805,64200.0,51.0,166.66,3621.0,4675.0,31.0,False,12.0,660.0,664.0,3.0,3.0,False,0.0
15.31,3.043569602968151,32004.0,62.7,310.75,20012.0,8925.0,17.0,False,12.0,670.0,674.0,0.0,0.0,False,0.0
16.49,3.122805356117467,70000.0,91.9,454.89,42103.0,12850.0,17.0,False,11.0,670.0,674.0,0.0,0.0,False,0.0
13.68,2.958549482426275,35000.0,95.4,333.42,10499.0,9800.0,24.0,False,17.0,680.0,684.0,0.0,0.0,False,0.0
21.0,3.1986731175506815,39200.0,83.9,376.76,6849.0,10000.0,20.0,False,7.0,670.0,674.0,0.0,1.0,False,0.0
7.9,2.913437030827161,92500.0,49.0,594.52,21902.0,19000.0,30.0,False,13.0,715.0,719.0,2.0,1.0,False,0.0
21.49,3.1307001339644756,60000.0,80.7,259.64,11372.0,9500.0,15.0,False,9.0,670.0,674.0,1.0,0.0,True,1.0
17.19,2.325324579963535,45000.0,99.0,643.44,8218.0,18000.0,16.0,False,3.0,705.0,709.0,1.0,2.0,False,0.0
14.99,2.248128907197987,31000.0,33.0,67.59,4146.0,1950.0,22.0,False,7.0,675.0,679.0,4.0,0.0,False,5.0
10.37,2.7930039069823738,59000.0,38.8,257.16,14865.0,12000.0,30.0,False,7.0,740.0,744.0,1.0,0.0,True,0.0
15.61,3.041661205442391,25000.0,62.7,279.72,5522.0,8000.0,9.0,False,7.0,675.0,679.0,0.0,0.0,False,0.0
14.99,2.94706710157271,86000.0,47.1,428.13,8058.0,18000.0,32.0,False,7.0,660.0,664.0,4.0,3.0,True,0.0
13.99,2.4865719291070616,110000.0,15.0,465.27,7282.0,20000.0,44.0,False,16.0,740.0,744.0,6.0,3.0,True,1.0
13.18,3.0368742168851663,100000.0,55.7,405.37,6853.0,12000.0,44.0,False,11.0,665.0,669.0,6.0,1.0,False,0.0
15.61,2.790551422613954,75000.0,61.4,231.65,4608.0,6625.0,24.0,False,9.0,660.0,664.0,4.0,1.0,False,0.0
7.89,3.453789831781326,75000.0,14.8,500.58,8360.0,16000.0,18.0,False,16.0,715.0,719.0,0.0,0.0,False,0.0
8.18,0.5423242908253618,225000.0,48.9,628.39,16289.0,20000.0,25.0,False,9.0,675.0,679.0,2.0,0.0,False,0.0
12.49,3.334701390373791,45000.0,74.0,401.39,9841.0,12000.0,19.0,False,14.0,665.0,669.0,0.0,0.0,False,0.0
18.25,2.9481164196123277,36000.0,71.8,438.06,11050.0,12075.0,20.0,False,12.0,670.0,674.0,0.0,3.0,False,0.0
10.99,2.2975725511705014,53000.0,43.8,326.07,11914.0,15000.0,21.0,False,10.0,665.0,669.0,3.0,0.0,True,1.0
17.77,2.392425796993835,33000.0,90.6,164.87,2810.0,4575.0,14.0,False,4.0,695.0,699.0,0.0,1.0,False,0.0
17.56,2.9317269435780786,49000.0,90.7,251.53,6982.0,7000.0,17.0,False,12.0,680.0,684.0,0.0,1.0,False,0.0
6.62,2.949164637737656,95000.0,28.5,614.08,6755.0,20000.0,39.0,False,8.0,740.0,744.0,2.0,0.0,False,0.0
8.18,2.259677591982769,50000.0,0.0,175.95,0.0,5600.0,11.0,False,5.0,705.0,709.0,2.0,0.0,False,0.0
17.27,3.327909585892323,78000.0,98.0,449.97,26077.0,18000.0,39.0,False,11.0,700.0,704.0,4.0,1.0,True,0.0
7.88,2.73696154459663,60000.0,59.2,437.94,14922.0,14000.0,20.0,False,7.0,740.0,744.0,1.0,2.0,False,0.0
13.33,2.6411978941143697,36000.0,30.8,108.33,5452.0,3200.0,22.0,False,14.0,660.0,664.0,1.0,0.0,False,0.0
8.18,2.611539300721366,57000.0,57.6,314.2,7714.0,10000.0,42.0,False,12.0,665.0,669.0,3.0,0.0,False,0.0
14.65,2.7868613815264998,90000.0,73.3,689.89,7039.0,20000.0,38.0,False,11.0,685.0,689.0,1.0,4.0,False,0.0
18.24,1.8373699804801071,120000.0,23.9,382.87,8835.0,15000.0,24.0,False,11.0,665.0,669.0,2.0,3.0,True,0.0
21.99,3.349553148509817,38000.0,35.7,302.37,6074.0,10950.0,17.0,False,10.0,670.0,674.0,0.0,0.0,True,1.0
14.09,2.9396908826703663,43000.0,77.3,410.66,7578.0,12000.0,11.0,False,6.0,690.0,694.0,2.0,1.0,False,0.0
12.12,3.028683373693677,35000.0,74.6,118.95,13391.0,3575.0,13.0,False,5.0,680.0,684.0,0.0,0.0,False,0.0
13.99,3.377928754722801,60000.0,56.0,85.44,15120.0,2500.0,40.0,False,15.0,665.0,669.0,1.0,0.0,False,1.0
8.9,2.775708849576025,118000.0,64.0,1111.37,33791.0,35000.0,46.0,False,19.0,730.0,734.0,5.0,0.0,False,0.0
20.5,2.688527534613346,51000.0,92.2,478.97,461.0,12800.0,9.0,False,2.0,670.0,674.0,2.0,0.0,False,1.0
19.47,2.768204123921957,60000.0,53.7,524.0,29256.0,20000.0,28.0,False,13.0,685.0,689.0,3.0,1.0,True,0.0
19.05,2.7899373605743945,160000.0,92.6,830.98,25940.0,32000.0,21.0,False,11.0,690.0,694.0,0.0,0.0,True,0.0
